id,title,date,thumbnail,views,likes,dislikes,comments
tOHARIf3gpw,Restaurant Stereotypes,2014-09-01T21:56,https://i.ytimg.com/vi/tOHARIf3gpw/default.jpg,69376164,412676,10061,37143
uKJzojYBeiY,Gillette Stadium Trick Shots | Dude Perfect,2014-08-18T21:58,https://i.ytimg.com/vi/uKJzojYBeiY/default.jpg,25121100,140345,3052,33794
sOpuSRj7IN4,Desert Drifting Baseball Edition | Dude Perfect,2014-07-28T21:56,https://i.ytimg.com/vi/sOpuSRj7IN4/default.jpg,9049297,90675,1463,6502
ZCdMO8bukPA,Old Office Edition | Dude Perfect,2014-07-07T22:01,https://i.ytimg.com/vi/ZCdMO8bukPA/default.jpg,34865227,240301,4545,20411
P-EzMyJKALA,World Cup Edition | Dude Perfect,2014-06-30T22:09,https://i.ytimg.com/vi/P-EzMyJKALA/default.jpg,57428663,434565,8938,50578
82thN03rneQ,Red Cards in Rio Prank | Dude Perfect,2014-06-23T21:46,https://i.ytimg.com/vi/82thN03rneQ/default.jpg,19487209,163597,3127,17831
DU3GSbIzwm8,Exploding Flour | Dude Perfect,2014-06-16T20:04,https://i.ytimg.com/vi/DU3GSbIzwm8/default.jpg,5694112,40666,1554,2370
CACAmH4r1fw,Bowling Trick Shots | Dude Perfect,2014-06-02T21:58,https://i.ytimg.com/vi/CACAmH4r1fw/default.jpg,95125233,632788,16584,45351
_7dleGL2DzI,Tim McGraw Trick Shots | Dude Perfect,2014-05-19T21:56,https://i.ytimg.com/vi/_7dleGL2DzI/default.jpg,7096968,48898,853,11022
e1CEdPAnj44,Movie Theater Stereotypes,2014-05-12T22:17,https://i.ytimg.com/vi/e1CEdPAnj44/default.jpg,103214683,580824,16974,42883
9AaZljojrYc,NFL Draft Training | Dude Perfect,2014-04-28T21:57,https://i.ytimg.com/vi/9AaZljojrYc/default.jpg,25355669,135162,3704,24478
RQhGTZStSAw,World's Longest Dunk Tank Throw | Dude Perfect,2014-04-14T22:05,https://i.ytimg.com/vi/RQhGTZStSAw/default.jpg,16942104,102055,3073,4833
rhMfYKzaY4U,Exploding Eggs | Dude Perfect,2014-03-17T21:59,https://i.ytimg.com/vi/rhMfYKzaY4U/default.jpg,13562713,89880,5095,39516
Kkt9Uz8Ol7M,Nerf Sports Edition | Dude Perfect,2014-03-03T23:01,https://i.ytimg.com/vi/Kkt9Uz8Ol7M/default.jpg,25911168,123491,5198,7386
3nRZhGP5apQ,Ping Pong Trick Shots | Dude Perfect,2014-02-17T23:00,https://i.ytimg.com/vi/3nRZhGP5apQ/default.jpg,70935125,462132,13927,94255
6Q7kljjRE6U,Winter Olympics Edition | Dude Perfect,2014-02-07T02:23,https://i.ytimg.com/vi/6Q7kljjRE6U/default.jpg,22021707,163331,3365,10229
ZgvuBIdW5GU,Slam Dunk Edition | Dude Perfect,2014-01-28T00:00,https://i.ytimg.com/vi/ZgvuBIdW5GU/default.jpg,26019062,162626,5073,15020
e38p63Md5LA,Fantasy Factory Edition | Dude Perfect,2014-01-21T00:46,https://i.ytimg.com/vi/e38p63Md5LA/default.jpg,10801237,67139,1314,4467
nU4EJfX2aXE,Gym Stereotypes,2014-01-06T23:57,https://i.ytimg.com/vi/nU4EJfX2aXE/default.jpg,106488262,676676,19859,62733
9D0XuUC5bMs,500 Foot Moving Goal Shot from Reunion Tower,2013-12-31T01:12,https://i.ytimg.com/vi/9D0XuUC5bMs/default.jpg,3778324,42509,783,5377
46BjHAxgddU,Kayaking Down an Escalator,2013-12-02T14:56,https://i.ytimg.com/vi/46BjHAxgddU/default.jpg,33183465,203297,4941,14803
qaJUEuP6QlI,Madden Stereotypes,2013-11-18T15:00,https://i.ytimg.com/vi/qaJUEuP6QlI/default.jpg,53898541,274586,6646,43827
s_a7AZbJGNM,Fishing Stereotypes,2013-10-28T14:02,https://i.ytimg.com/vi/s_a7AZbJGNM/default.jpg,83407372,407801,14213,22839
wR0mnlqlOR0,Trick Shots and Cats,2013-10-21T14:00,https://i.ytimg.com/vi/wR0mnlqlOR0/default.jpg,15885245,100601,4086,41413
_8yZsa6wFEw,Extreme Trick Shots | Dude Perfect,2013-10-14T14:00,https://i.ytimg.com/vi/_8yZsa6wFEw/default.jpg,22097399,136083,2751,10570
Y_NmwtttzA8,Fantasy Football Stereotypes,2013-09-23T14:03,https://i.ytimg.com/vi/Y_NmwtttzA8/default.jpg,50317578,242466,6855,25535
SQRduwgFMGo,Nerf Sports Trick Shots | Dude Perfect,2013-09-09T14:02,https://i.ytimg.com/vi/SQRduwgFMGo/default.jpg,16265780,70909,2311,3768
3PNsMXe170Q,Golf Stereotypes,2013-09-02T12:57,https://i.ytimg.com/vi/3PNsMXe170Q/default.jpg,61199189,278020,8141,27663
0gWxHFMog9w,Pickup Basketball Stereotypes,2013-08-19T13:00,https://i.ytimg.com/vi/0gWxHFMog9w/default.jpg,104067703,618330,17706,67464
f9jhWFKV3u0,Nerf Blasters Edition | Dude Perfect,2013-08-05T13:26,https://i.ytimg.com/vi/f9jhWFKV3u0/default.jpg,109142825,608927,26311,40938
SUMLKFMGWI4,Go Kart Battle | Dude Perfect,2013-07-15T14:45,https://i.ytimg.com/vi/SUMLKFMGWI4/default.jpg,25734101,161371,4000,66702
WQ_tHqMVRzw,NFL Kicking Edition | Dude Perfect,2013-07-01T14:02,https://i.ytimg.com/vi/WQ_tHqMVRzw/default.jpg,36440698,183938,5775,10400
WM0XViFp1M0,STUNT DRIVING EDITION | Dude Perfect,2013-06-17T14:01,https://i.ytimg.com/vi/WM0XViFp1M0/default.jpg,23562945,159592,4732,9792
MAMAUSDuHRs,MASCOT SCHOOL  | Dude Perfect,2013-05-07T23:08,https://i.ytimg.com/vi/MAMAUSDuHRs/default.jpg,8922274,56936,1709,32172
M-AFo0mjV_E,NASCAR Trick Shot Battle | Dude Perfect,2013-04-11T21:17,https://i.ytimg.com/vi/M-AFo0mjV_E/default.jpg,19055337,122447,2927,4063
4Hlz1Q7YSeg,Crazy Arena Edition | Dude Perfect,2013-04-04T01:23,https://i.ytimg.com/vi/4Hlz1Q7YSeg/default.jpg,25124137,173044,3458,9131
AqojIuOdJ3k,Wide Receiver Edition | Dude Perfect,2013-03-07T03:08,https://i.ytimg.com/vi/AqojIuOdJ3k/default.jpg,8786069,49186,1371,2600
n58bFRauLL4,Johnny Football Edition | Dude Perfect,2013-01-24T23:56,https://i.ytimg.com/vi/n58bFRauLL4/default.jpg,14773724,70350,2059,5072
AdW7C_3HVjA,BEST of BLOOPERS | Dude Perfect,2012-11-17T17:58,https://i.ytimg.com/vi/AdW7C_3HVjA/default.jpg,30085148,245679,4268,13508
FXLQrJNq-kU,BASEBALL EDITION | Dude Perfect,2012-11-09T03:41,https://i.ytimg.com/vi/FXLQrJNq-kU/default.jpg,15092652,74928,2030,6936
Xy5I7UBYPeI,Epic Trick Shot Battle 2 | Dude Perfect,2012-10-24T01:47,https://i.ytimg.com/vi/Xy5I7UBYPeI/default.jpg,21908368,132449,2691,7511
G665JSzM9ic,Volleyball Trick Shots,2012-08-24T01:58,https://i.ytimg.com/vi/G665JSzM9ic/default.jpg,14634192,127712,3166,2311
bOzQ3CN5La4,Paper Airplane Battle,2012-08-21T23:22,https://i.ytimg.com/vi/bOzQ3CN5La4/default.jpg,72244314,506834,30369,32815
AAgUWWval0w,USA Basketball Trick Shot (Feat. Lebron Kobe Carmelo etc.),2012-08-10T20:03,https://i.ytimg.com/vi/AAgUWWval0w/default.jpg,15021228,108829,3306,3686
TWRzm2c-v4Q,Olympic Trick Shots | Dude Perfect,2012-07-18T17:06,https://i.ytimg.com/vi/TWRzm2c-v4Q/default.jpg,12862224,73103,2345,4259
Tb0r2OLh1P0,Trick Squirts | Dude Perfect,2012-06-26T22:19,https://i.ytimg.com/vi/Tb0r2OLh1P0/default.jpg,5953838,30283,1025,1526
p3o6A49QABM,Wipeout Part 3 | Dude Perfect,2012-04-05T20:20,https://i.ytimg.com/vi/p3o6A49QABM/default.jpg,5957971,25819,676,1073
bQVoygcU1rk,Play the Dude Perfect Game! - Official Trailer,2012-03-02T03:14,https://i.ytimg.com/vi/bQVoygcU1rk/default.jpg,4461885,14452,1039,934
ASXYQigqxgM,Worlds Largest SlingSHOT | EXTENDED EDITION | Dude Perfect,2012-03-02T00:11,https://i.ytimg.com/vi/ASXYQigqxgM/default.jpg,11271858,95325,2050,4774
DzUiVoYJQis,Bow and Arrow Trick Shots | Dude Perfect,2012-01-28T00:37,https://i.ytimg.com/vi/DzUiVoYJQis/default.jpg,12208662,72959,1786,4427
1ww0RzmkDKY,Africa Edition | Dude Perfect,2011-12-10T17:46,https://i.ytimg.com/vi/1ww0RzmkDKY/default.jpg,6566894,118190,1629,9437
W_2eU1ykV3k,Epic Trick Shot Battle | Dude Perfect,2011-10-12T03:03,https://i.ytimg.com/vi/W_2eU1ykV3k/default.jpg,25849533,185105,3468,11042
0n4tqhBd0h4,Trampoline Edition | Dude Perfect,2011-08-27T21:30,https://i.ytimg.com/vi/0n4tqhBd0h4/default.jpg,11940526,60532,1377,4146
mK1PgaalFVY,Wipeout | Part 2 | Dude Perfect,2011-07-23T01:02,https://i.ytimg.com/vi/mK1PgaalFVY/default.jpg,6027259,21844,688,629
0pqjvH9Y3Tg,Epic Football Trick Shots | Dude Perfect,2011-05-09T19:15,https://i.ytimg.com/vi/0pqjvH9Y3Tg/default.jpg,6558382,28798,883,2058
ykjA2N1EeZY,10 Million Point Shot | Dude Perfect,2011-04-12T16:19,https://i.ytimg.com/vi/ykjA2N1EeZY/default.jpg,15498380,83347,3375,5514
5bkJOX6Xa4Q,Dallas Cowboys Edition | Dude Perfect,2011-03-25T03:28,https://i.ytimg.com/vi/5bkJOX6Xa4Q/default.jpg,2640585,11435,270,1165
NqpBZuWE-H8,WORLD RECORD Reliant Stadium Shot | Dude Perfect,2011-03-16T20:55,https://i.ytimg.com/vi/NqpBZuWE-H8/default.jpg,2933821,14050,235,1299
zCqMPJnyihQ,Dude Perfect™ on Jimmy Kimmel,2011-01-22T19:32,https://i.ytimg.com/vi/zCqMPJnyihQ/default.jpg,2064632,24892,646,1493
AWtabf74daM,Epic Trick Shots | Dude Perfect,2010-11-12T07:13,https://i.ytimg.com/vi/AWtabf74daM/default.jpg,2367960,13070,289,1402
WaF2csswoB0,Wipeout | Part 1 | Dude Perfect,2010-10-29T01:35,https://i.ytimg.com/vi/WaF2csswoB0/default.jpg,11694356,45542,1755,1799
Uu5057uWEpk,Playground Edition | Dude Perfect,2010-09-24T03:01,https://i.ytimg.com/vi/Uu5057uWEpk/default.jpg,4281441,23658,403,2453
840_S6yQb2E,Front Flip Shot w/ Tyreke Evans | Dude Perfect,2010-04-02T22:14,https://i.ytimg.com/vi/840_S6yQb2E/default.jpg,3788027,14110,438,604
qxPBrWZY75U,Dude Perfect Panda | Episode 4,2010-02-26T04:04,https://i.ytimg.com/vi/qxPBrWZY75U/default.jpg,2357102,12137,271,750
cVayU1d1u-A,Dude Perfect Panda | Episode 3,2010-02-17T05:34,https://i.ytimg.com/vi/cVayU1d1u-A/default.jpg,2433574,12002,367,740
nSaPBEJgzn0,Dude Perfect Panda | Episode 2,2010-02-17T03:02,https://i.ytimg.com/vi/nSaPBEJgzn0/default.jpg,2430478,12209,293,697
WlWmwWQaUws,Dude Perfect Panda | Episode 1,2010-02-13T03:32,https://i.ytimg.com/vi/WlWmwWQaUws/default.jpg,3144171,19692,516,883
v9DyLRvYp9A,Worlds Longest Basketball Shot | FIELD VIEW | Dude Perfect,2009-09-18T02:47,https://i.ytimg.com/vi/v9DyLRvYp9A/default.jpg,7439603,12751,437,3446
W77uk1ejcpY,World's Longest Basketball Shot | 3rd DECK VIEW | Dude Perfect,2009-09-18T01:47,https://i.ytimg.com/vi/W77uk1ejcpY/default.jpg,11886907,24374,907,3770
ZDNJxodKrZY,World's Longest Basketball Shot | Dude Perfect,2009-09-18T00:13,https://i.ytimg.com/vi/ZDNJxodKrZY/default.jpg,3720887,11082,243,2062
T4giMyqv0qc,Trick Shot Basketball | Dude Perfect | Summer Camp,2009-08-30T19:00,https://i.ytimg.com/vi/T4giMyqv0qc/default.jpg,20336585,89087,2380,3440
9B1UQ1mcgMg,Ramp Shot | Dude Perfect,2009-08-27T19:28,https://i.ytimg.com/vi/9B1UQ1mcgMg/default.jpg,1883124,11181,223,1040
tQfGvTZPdOw,Golf Shot | Dude Perfect,2009-06-19T22:36,https://i.ytimg.com/vi/tQfGvTZPdOw/default.jpg,3029507,15310,457,1495
jJBmQsIJjx8,Ranch Edition | Dude Perfect,2009-05-08T21:38,https://i.ytimg.com/vi/jJBmQsIJjx8/default.jpg,5069050,31881,551,3463
PD6eQY7yCfw,Dude Perfect | Backyard Edition | Our 1st Video!,2009-04-09T05:42,https://i.ytimg.com/vi/PD6eQY7yCfw/default.jpg,34858827,650991,9756,59659
